game_id,year,week,neutral_site,h_team,h_to,h_yds,a_team,a_to,a_yds,home_points,away_points,home_win
401403974,2022,1,0,Washington State,3.0,358.0,Idaho,2.0,274.0,24,17,1
401404124,2022,1,0,Ohio State,0.0,395.0,Notre Dame,0.0,253.0,21,10,1
401426532,2022,1,0,Western Kentucky,1.0,387.0,Austin Peay,4.0,327.0,38,27,1
401418609,2022,1,0,Austin Peay,0.0,609.0,Presbyterian,1.0,219.0,63,0,1
401420806,2022,1,0,Central Arkansas,2.0,341.0,Missouri State,2.0,356.0,14,27,0
401416590,2022,1,0,Eastern Michigan,2.0,395.0,Eastern Kentucky,2.0,492.0,42,34,1
401403858,2022,1,0,Georgia,0.0,571.0,Oregon,2.0,313.0,49,3,1
401403857,2022,1,0,Florida,1.0,451.0,Utah,1.0,446.0,29,26,1
401403864,2022,1,0,Tennessee,1.0,569.0,Ball State,3.0,343.0,59,10,1
401403863,2022,1,0,South Carolina,2.0,306.0,Georgia State,1.0,311.0,35,14,1
401403859,2022,1,0,Kentucky,1.0,353.0,Miami (OH),1.0,290.0,37,13,1
401403853,2022,1,0,Hawai'i,2.0,358.0,Vanderbilt,0.0,601.0,10,63,0
401403866,2022,1,0,Vanderbilt,0.0,424.0,Elon,1.0,495.0,42,31,1
401414778,2022,1,0,Tulane,1.0,369.0,Massachusetts,3.0,217.0,42,10,1
401416569,2022,1,0,Oklahoma State,0.0,531.0,Central Michigan,1.0,546.0,58,44,1
401404056,2022,1,0,Kansas State,0.0,392.0,South Dakota,1.0,270.0,34,0,1
401424416,2022,1,0,Baylor,0.0,573.0,UAlbany,1.0,237.0,69,10,1
401404057,2022,1,0,Iowa State,1.0,469.0,Southeast Missouri State,1.0,320.0,42,10,1
401404055,2022,1,0,Texas Tech,1.0,605.0,Murray State,0.0,258.0,63,10,1
401404052,2022,1,0,Kansas,3.0,502.0,Tennessee Tech,1.0,190.0,56,10,1
401403966,2022,1,0,Colorado,0.0,348.0,TCU,0.0,413.0,13,38,0
401411092,2022,1,0,Pittsburgh,1.0,384.0,West Virginia,2.0,404.0,38,31,1
401424417,2022,1,0,Hampton,3.0,484.0,Howard,3.0,430.0,31,28,1
401424402,2022,1,0,New Hampshire,1.0,353.0,Monmouth,3.0,343.0,31,21,1
401431610,2022,1,0,Weber State,0.0,343.0,Western Oregon,3.0,132.0,41,5,1
401445818,2022,1,0,Bloomsburg,0.0,228.0,Stonehill,3.0,453.0,30,33,0
401415612,2022,1,0,South Florida,1.0,279.0,BYU,1.0,573.0,21,50,0
401413213,2022,1,0,Jacksonville State,2.0,484.0,Stephen F. Austin,2.0,205.0,42,17,1
401413214,2022,1,0,Jacksonville State,1.0,316.0,Davidson,3.0,290.0,35,17,1
401409235,2022,1,0,New Mexico State,5.0,303.0,Nevada,0.0,257.0,12,23,0
401405060,2022,1,0,Minnesota,0.0,485.0,New Mexico State,1.0,91.0,38,0,1
401404157,2022,1,0,Southern Miss,5.0,389.0,Liberty,3.0,447.0,27,29,0
401418645,2022,1,0,Samford,2.0,402.0,Kennesaw State,1.0,328.0,27,17,1
401426533,2022,1,0,Florida International,0.0,377.0,Bryant,1.0,470.0,38,37,1
401403856,2022,1,0,Auburn,2.0,497.0,Mercer,0.0,271.0,42,16,1
401403867,2022,1,0,Florida State,1.0,392.0,LSU,2.0,348.0,24,23,1
401426536,2022,1,0,Ohio,0.0,476.0,Florida Atlantic,2.0,464.0,41,38,1
401403973,2022,1,0,Washington,1.0,525.0,Kent State,3.0,340.0,45,20,1
401416568,2022,1,0,Akron,0.0,370.0,St. Francis (PA),1.0,436.0,30,23,1
401441990,2022,1,0,Toledo,1.0,442.0,Long Island University,1.0,113.0,37,0,1
401411096,2022,1,0,East Carolina,2.0,383.0,NC State,2.0,344.0,20,21,0
401415211,2022,1,0,Wyoming,1.0,399.0,Tulsa,2.0,521.0,40,37,1
401411094,2022,1,0,Duke,0.0,500.0,Temple,2.0,179.0,30,0,1
401403861,2022,1,0,Mississippi State,2.0,547.0,Memphis,1.0,294.0,49,23,1
401415611,2022,1,0,Navy,3.0,319.0,Delaware,1.0,202.0,7,14,0
401426543,2022,1,0,Hawai'i,6.0,360.0,Western Kentucky,2.0,412.0,17,49,0
401426537,2022,1,0,Missouri,2.0,558.0,Louisiana Tech,3.0,347.0,52,24,1
401426538,2022,1,0,James Madison,0.0,548.0,Middle Tennessee,1.0,119.0,44,7,1
401426531,2022,1,0,UTEP,1.0,400.0,North Texas,1.0,399.0,13,31,0
401426541,2022,1,0,Oklahoma,0.0,492.0,UTEP,1.0,316.0,45,13,1
401403969,2022,1,0,Oregon State,3.0,470.0,Boise State,5.0,311.0,34,17,1
401415015,2022,1,0,Marshall,1.0,612.0,Norfolk State,1.0,114.0,55,3,1
401426542,2022,1,0,UTSA,1.0,441.0,Houston,1.0,346.0,35,37,0
401415610,2022,1,0,UCF,1.0,600.0,South Carolina State,1.0,91.0,56,10,1
401403855,2022,1,0,Arkansas,1.0,447.0,Cincinnati,2.0,438.0,31,24,1
401426534,2022,1,0,UAB,1.0,478.0,Alabama A&M,4.0,235.0,59,0,1
401426540,2022,1,0,USC,0.0,538.0,Rice,4.0,280.0,66,14,1
401426539,2022,1,0,North Texas,3.0,422.0,SMU,2.0,576.0,10,48,0
401426530,2022,1,0,Florida Atlantic,0.0,482.0,Charlotte,1.0,279.0,43,13,1
401426535,2022,1,0,Charlotte,0.0,379.0,William & Mary,0.0,559.0,24,41,0
401403971,2022,1,0,UCLA,2.0,626.0,Bowling Green,1.0,162.0,45,17,1
401403968,2022,1,0,California,1.0,415.0,UC Davis,2.0,387.0,34,13,1
401403970,2022,1,0,Stanford,4.0,497.0,Colgate,1.0,218.0,41,10,1
401403967,2022,1,0,San Diego State,2.0,232.0,Arizona,2.0,461.0,20,38,0
401403965,2022,1,0,Arizona State,1.0,419.0,Northern Arizona,2.0,120.0,40,3,1
401420777,2022,1,0,Georgia Southern,1.0,504.0,Morgan State,4.0,250.0,59,7,1
401426330,2022,1,0,Old Dominion,2.0,245.0,Virginia Tech,5.0,340.0,20,17,1
401404134,2022,1,0,Coastal Carolina,0.0,437.0,Army,1.0,344.0,38,28,1
401411095,2022,1,0,App State,1.0,649.0,North Carolina,1.0,567.0,61,63,0
401421116,2022,1,0,South Alabama,0.0,508.0,Nicholls,2.0,165.0,48,7,1
401421121,2022,1,0,Louisiana,0.0,374.0,SE Louisiana,2.0,260.0,24,7,1
401415212,2022,1,0,Nevada,0.0,278.0,Texas State,4.0,277.0,38,14,1
401425418,2022,1,0,Arkansas State,0.0,572.0,Grambling,1.0,102.0,58,3,1
401404059,2022,1,0,Texas,1.0,383.0,UL Monroe,1.0,259.0,52,10,1
401403860,2022,1,0,Ole Miss,3.0,433.0,Troy,2.0,346.0,28,10,1
401413236,2022,1,0,Eastern Washington,1.0,474.0,Tennessee State,3.0,547.0,36,29,1
401420840,2022,1,0,UT Martin,1.0,577.0,Western Illinois,2.0,405.0,42,25,1
401403854,2022,1,0,Alabama,1.0,559.0,Utah State,0.0,136.0,55,0,1
401416591,2022,1,0,Michigan State,2.0,430.0,Western Michigan,2.0,334.0,35,13,1
401416592,2022,1,0,Northern Illinois,0.0,379.0,Eastern Illinois,2.0,441.0,34,27,1
401422978,2022,1,0,Bucknell,0.0,307.0,Towson,1.0,383.0,13,14,0
401428480,2022,1,0,Wagner,2.0,300.0,Fordham,2.0,547.0,31,48,0
401435072,2022,1,0,Merrimack,2.0,280.0,Holy Cross,1.0,502.0,17,31,0
401422987,2022,1,0,Lafayette,2.0,113.0,Sacred Heart,2.0,310.0,6,0,1
401424415,2022,1,0,Villanova,0.0,451.0,Lehigh,2.0,408.0,45,17,1
401420877,2022,1,0,Southern Utah,0.0,489.0,St. Thomas (MN),4.0,462.0,44,13,1
401418776,2022,1,0,Indiana State,3.0,276.0,North Alabama,2.0,156.0,17,14,1
401418782,2022,1,0,Abilene Christian,0.0,444.0,Lamar,1.0,272.0,28,14,1
401411091,2022,1,0,North Carolina,0.0,608.0,Florida A&M,2.0,335.0,56,24,1
401424947,2022,1,0,Jackson State,0.0,468.0,Florida A&M,4.0,155.0,59,3,1
401423448,2022,1,0,Alabama State,2.0,360.0,Howard,1.0,268.0,23,13,1
401423449,2022,1,0,Alabama State,6.0,334.0,Miles College,2.0,225.0,21,13,1
401411097,2022,1,0,Miami,1.0,586.0,Bethune-Cookman,3.0,342.0,70,13,1
401420880,2022,1,0,Tarleton State,0.0,496.0,Mississippi Valley State,0.0,273.0,29,13,1
401420873,2022,1,0,Alcorn State,1.0,426.0,Stephen F. Austin,1.0,379.0,27,31,0
401424943,2022,1,0,Arkansas-Pine Bluff,2.0,521.0,Lane College,0.0,511.0,48,42,1
401423918,2022,1,0,Prairie View A&M,3.0,388.0,Texas Southern,2.0,166.0,40,23,1
401425513,2022,1,0,Delaware State,1.0,321.0,Lincoln (PA),0.0,216.0,34,0,1
401404146,2022,1,0,Utah State,2.0,542.0,UConn,3.0,364.0,31,20,1
401404147,2022,1,0,UConn,3.0,446.0,Central Connecticut,1.0,242.0,28,3,1
401431403,2022,1,0,Marist,3.0,210.0,Georgetown,2.0,400.0,12,43,0
401423136,2022,1,0,Butler,2.0,454.0,St. Thomas University (Fl),1.0,435.0,31,26,1
401428336,2022,1,0,Robert Morris,1.0,326.0,Dayton,1.0,317.0,20,22,0
401420836,2022,1,0,North Dakota State,0.0,386.0,Drake,2.0,219.0,56,14,1
401422922,2022,1,0,Mercer,2.0,625.0,Morehead State,2.0,278.0,63,13,1
401432189,2022,1,0,San Diego,0.0,492.0,La Verne,2.0,108.0,58,0,1
401466246,2022,1,0,Valparaiso,0.0,340.0,Indiana Wesleyan,1.0,298.0,20,17,1
401421156,2022,1,0,Furman,0.0,589.0,North Greenville,3.0,227.0,52,0,1
401420797,2022,1,0,North Carolina Central,0.0,269.0,North Carolina A&T,1.0,357.0,28,13,1
401421137,2022,1,0,Campbell,1.0,373.0,The Citadel,3.0,222.0,29,10,1
401422975,2022,1,0,Charleston Southern,2.0,481.0,Western Carolina,4.0,616.0,38,52,0
401432239,2022,1,0,Gardner-Webb,0.0,642.0,Limestone,1.0,347.0,56,21,1
401411100,2022,1,0,Virginia,2.0,505.0,Richmond,0.0,330.0,34,17,1
401415210,2022,1,0,New Mexico,2.0,437.0,Maine,2.0,118.0,41,0,1
401424414,2022,1,0,Stony Brook,3.0,250.0,Rhode Island,1.0,387.0,14,35,0
401413224,2022,1,0,Fresno State,0.0,549.0,Cal Poly,0.0,317.0,35,7,1
401415176,2022,1,0,Northern Colorado,4.0,543.0,Houston Christian,2.0,517.0,34,46,0
401413256,2022,1,0,UNLV,0.0,554.0,Idaho State,1.0,241.0,52,21,1
401413333,2022,1,0,Montana,0.0,464.0,Northwestern State,5.0,219.0,47,0,1
401413340,2022,1,0,Montana State,2.0,541.0,McNeese,2.0,303.0,40,17,1
401415213,2022,1,0,San José State,0.0,288.0,Portland State,3.0,395.0,21,17,1
401420855,2022,1,0,Sacramento State,1.0,589.0,Utah Tech,3.0,579.0,56,33,1
401405066,2022,1,0,Maryland,1.0,446.0,Buffalo,0.0,268.0,31,10,1
401411090,2022,1,0,Florida State,1.0,638.0,Duquesne,0.0,164.0,47,7,1
401405069,2022,1,0,Boston College,3.0,312.0,Rutgers,1.0,322.0,21,22,0
401411101,2022,1,0,Georgia Tech,1.0,237.0,Clemson,1.0,378.0,10,41,0
401411093,2022,1,0,Wake Forest,0.0,508.0,VMI,1.0,222.0,44,10,1
401403865,2022,1,0,Texas A&M,2.0,497.0,Sam Houston,2.0,198.0,31,0,1
401411099,2022,1,0,Syracuse,0.0,449.0,Louisville,3.0,334.0,31,7,1
401405067,2022,1,0,Michigan,0.0,440.0,Colorado State,2.0,219.0,51,7,1
401405058,2022,1,0,Illinois,0.0,477.0,Wyoming,2.0,212.0,38,6,1
401415209,2022,1,0,Air Force,2.0,691.0,Northern Iowa,2.0,405.0,48,17,1
401405064,2022,1,0,Purdue,1.0,426.0,Penn State,1.0,406.0,31,35,0
401405061,2022,1,0,Indiana,2.0,362.0,Illinois,4.0,451.0,23,20,1
401405063,2022,1,0,Nebraska,2.0,437.0,North Dakota,1.0,306.0,38,17,1
401405062,2022,1,0,Iowa,2.0,166.0,South Dakota State,0.0,120.0,7,3,1
401420822,2022,1,0,Youngstown State,1.0,428.0,Duquesne,3.0,325.0,31,14,1
401405065,2022,1,0,Wisconsin,0.0,440.0,Illinois State,2.0,243.0,38,0,1
401420846,2022,1,0,Incarnate Word,0.0,550.0,Southern Illinois,1.0,328.0,64,29,1
401421125,2022,1,0,East Texas A&M,3.0,432.0,Lincoln (CA),2.0,151.0,52,7,1
401425510,2022,1,0,East Tennessee State,1.0,304.0,Mars Hill,3.0,263.0,44,7,1
401413203,2022,1,0,Chattanooga,1.0,361.0,Wofford,3.0,230.0,31,0,1
401405059,2022,1,0,Northwestern,1.0,528.0,Nebraska,3.0,465.0,31,28,1
401405075,2022,2,0,Indiana,2.0,436.0,Idaho,0.0,330.0,35,22,1
401404125,2022,2,0,Notre Dame,3.0,351.0,Marshall,0.0,364.0,21,26,0
401418630,2022,2,0,Austin Peay,0.0,512.0,Mississippi Valley State,2.0,121.0,41,0,1
401403874,2022,2,0,Ole Miss,1.0,510.0,Central Arkansas,4.0,233.0,59,3,1
401416595,2022,2,0,Bowling Green,1.0,431.0,Eastern Kentucky,2.0,442.0,57,59,0
401403872,2022,2,0,Georgia,0.0,479.0,Samford,1.0,128.0,33,0,1
401403871,2022,2,0,Florida,2.0,279.0,Kentucky,1.0,272.0,16,26,0
401403877,2022,2,0,Pittsburgh,2.0,415.0,Tennessee,2.0,416.0,27,34,0
401403869,2022,2,0,Arkansas,0.0,457.0,South Carolina,3.0,416.0,44,30,1
401403879,2022,2,0,Vanderbilt,3.0,294.0,Wake Forest,1.0,451.0,25,45,0
401414779,2022,2,0,Toledo,0.0,411.0,Massachusetts,1.0,253.0,55,10,1
401403975,2022,2,0,Oklahoma State,1.0,465.0,Arizona State,1.0,354.0,34,17,1
401403876,2022,2,0,Kansas State,1.0,336.0,Missouri,4.0,222.0,40,12,1
401404062,2022,2,0,BYU,0.0,366.0,Baylor,0.0,289.0,26,20,1
401404064,2022,2,0,Iowa,3.0,150.0,Iowa State,3.0,313.0,7,10,0
401404063,2022,2,0,Texas Tech,3.0,468.0,Houston,2.0,354.0,33,30,1
401404065,2022,2,0,West Virginia,2.0,501.0,Kansas,0.0,419.0,42,55,0
401404067,2022,2,0,TCU,1.0,630.0,Tarleton State,2.0,295.0,59,17,1
401424420,2022,2,0,Hampton,2.0,402.0,Tuskegee,3.0,181.0,42,10,1
401424403,2022,2,0,Monmouth,1.0,713.0,Fordham,2.0,706.0,49,52,0
401442043,2022,2,0,Stonehill,1.0,496.0,Post University,5.0,206.0,76,0,1
401413215,2022,2,0,Murray State,1.0,267.0,Jacksonville State,3.0,568.0,3,34,0
401426552,2022,2,0,UTEP,2.0,274.0,New Mexico State,3.0,298.0,20,13,1
401426551,2022,2,0,Liberty,1.0,390.0,UAB,4.0,355.0,21,14,1
401415619,2022,2,0,Cincinnati,1.0,525.0,Kennesaw State,2.0,253.0,63,10,1
401426492,2022,2,0,Bryant,1.0,264.0,Rhode Island,2.0,502.0,21,35,0
401418792,2022,2,0,Houston Christian,1.0,384.0,Lindenwood,1.0,359.0,20,21,0
401403870,2022,2,0,Auburn,2.0,378.0,San José State,0.0,329.0,24,16,1
401403873,2022,2,0,LSU,2.0,550.0,Southern,5.0,262.0,65,17,1
401416599,2022,2,0,Miami (OH),3.0,408.0,Robert Morris,2.0,219.0,31,14,1
401405080,2022,2,0,Penn State,0.0,572.0,Ohio,0.0,264.0,46,10,1
401404066,2022,2,0,Oklahoma,0.0,430.0,Kent State,2.0,295.0,33,3,1
401405078,2022,2,0,Michigan State,2.0,496.0,Akron,4.0,229.0,52,0,1
401415618,2022,2,0,South Florida,1.0,424.0,Howard,3.0,418.0,42,20,1
401415024,2022,2,0,East Carolina,0.0,531.0,Old Dominion,2.0,290.0,39,21,1
401415620,2022,2,0,Tulsa,2.0,429.0,Northern Illinois,1.0,385.0,38,35,1
401415614,2022,2,0,Temple,3.0,361.0,Lafayette,0.0,110.0,30,14,1
401415617,2022,2,0,Navy,3.0,314.0,Memphis,0.0,506.0,13,37,0
401415615,2022,2,0,Tulane,2.0,558.0,Alcorn State,1.0,109.0,52,0,1
401426544,2022,2,0,Texas State,2.0,452.0,Florida International,2.0,313.0,41,12,1
401426547,2022,2,0,Louisiana Tech,1.0,515.0,Stephen F. Austin,3.0,305.0,52,17,1
401426548,2022,2,0,Colorado State,4.0,246.0,Middle Tennessee,2.0,380.0,19,34,0
401403979,2022,2,0,Fresno State,0.0,492.0,Oregon State,0.0,397.0,32,35,0
401403984,2022,2,0,Wisconsin,3.0,401.0,Washington State,3.0,253.0,14,17,0
401420788,2022,2,0,James Madison,0.0,462.0,Norfolk State,2.0,212.0,63,7,1
401415613,2022,2,0,UCF,1.0,339.0,Louisville,1.0,427.0,14,20,0
401426550,2022,2,0,Rice,0.0,487.0,McNeese,5.0,263.0,52,10,1
401426549,2022,2,0,North Texas,1.0,607.0,Texas Southern,1.0,458.0,59,27,1
401426546,2022,2,0,Florida Atlantic,2.0,631.0,SE Louisiana,1.0,246.0,42,9,1
401426545,2022,2,0,Charlotte,0.0,388.0,Maryland,1.0,617.0,21,56,0
401426553,2022,2,0,Army,2.0,483.0,UTSA,0.0,512.0,38,41,0
401403980,2022,2,0,Stanford,4.0,441.0,USC,0.0,505.0,28,41,0
401403981,2022,2,0,UCLA,1.0,485.0,Alabama State,3.0,310.0,45,7,1
401403976,2022,2,0,California,1.0,370.0,UNLV,1.0,309.0,20,14,1
401403875,2022,2,0,Arizona,3.0,316.0,Mississippi State,3.0,426.0,17,39,0
401415616,2022,2,0,SMU,3.0,453.0,Lamar,2.0,252.0,45,16,1
401405072,2022,2,0,Nebraska,0.0,575.0,Georgia Southern,2.0,642.0,42,45,0
401426332,2022,2,0,Coastal Carolina,2.0,354.0,Gardner-Webb,5.0,495.0,31,27,1
401403878,2022,2,0,Texas A&M,2.0,186.0,App State,0.0,315.0,14,17,0
401411103,2022,2,0,Georgia State,0.0,421.0,North Carolina,3.0,467.0,28,35,0
401416597,2022,2,0,Central Michigan,1.0,348.0,South Alabama,1.0,502.0,24,38,0
401416598,2022,2,0,Louisiana,0.0,454.0,Eastern Michigan,5.0,366.0,49,21,1
401405079,2022,2,0,Ohio State,1.0,538.0,Arkansas State,0.0,276.0,45,12,1
401421117,2022,2,0,UL Monroe,0.0,424.0,Nicholls,1.0,306.0,35,7,1
401411105,2022,2,0,Miami,1.0,452.0,Southern Miss,3.0,240.0,30,7,1
401423439,2022,2,0,Troy,3.0,522.0,Alabama A&M,2.0,356.0,38,17,1
401425451,2022,2,0,Southern Illinois,0.0,385.0,Southeast Missouri State,0.0,390.0,31,34,0
401424953,2022,2,0,Tennessee State,0.0,140.0,Jackson State,2.0,418.0,3,16,0
401420807,2022,2,0,Missouri State,0.0,436.0,UT Martin,0.0,429.0,35,30,1
401403868,2022,2,0,Texas,0.0,371.0,Alabama,0.0,374.0,19,20,0
401416594,2022,2,0,Ball State,1.0,447.0,Western Michigan,2.0,437.0,30,37,0
401424421,2022,2,0,Maine,0.0,362.0,Colgate,0.0,253.0,18,21,0
401416596,2022,2,0,Buffalo,0.0,464.0,Holy Cross,0.0,457.0,31,37,0
401422997,2022,2,0,Georgetown,0.0,422.0,Lehigh,2.0,306.0,19,21,0
401431405,2022,2,0,Presbyterian,4.0,445.0,Virginia University Of Lynchburg,1.0,341.0,21,13,1
401428484,2022,2,0,St. Thomas (MN),2.0,296.0,Michigan Tech,1.0,152.0,32,6,1
401418777,2022,2,0,North Alabama,0.0,465.0,UVA Wise,3.0,341.0,49,17,1
401424948,2022,2,0,Florida A&M,1.0,395.0,Albany State GA,2.0,299.0,23,13,1
401424936,2022,2,0,Bethune-Cookman,4.0,391.0,South Carolina State,0.0,378.0,9,33,0
401444874,2022,2,0,Arkansas-Pine Bluff,0.0,542.0,North American University,3.0,175.0,76,3,1
401418783,2022,2,0,Abilene Christian,3.0,335.0,Prairie View A&M,1.0,333.0,21,13,1
401418810,2022,2,0,Northwestern State,3.0,425.0,Grambling,1.0,435.0,21,47,0
401404148,2022,2,0,UConn,2.0,202.0,Syracuse,0.0,465.0,14,48,0
401420798,2022,2,0,North Carolina Central,1.0,519.0,Winston-Salem,1.0,145.0,41,0,1
401423137,2022,2,0,Butler,3.0,420.0,Taylor,1.0,186.0,45,10,1
401423144,2022,2,0,Davidson,1.0,435.0,Wilson,2.0,270.0,37,17,1
401420823,2022,2,0,Youngstown State,2.0,478.0,Dayton,2.0,189.0,49,16,1
401423152,2022,2,0,Drake,4.0,322.0,Missouri S&T,2.0,169.0,14,17,0
401413341,2022,2,0,Montana State,3.0,585.0,Morehead State,3.0,260.0,63,13,1
401413225,2022,2,0,Cal Poly,2.0,460.0,San Diego,3.0,342.0,28,27,1
401423412,2022,2,0,Stetson,1.0,546.0,Louisiana College,2.0,346.0,45,14,1
401418828,2022,2,0,Illinois State,2.0,325.0,Valparaiso,3.0,256.0,28,21,1
401420837,2022,2,0,North Dakota State,0.0,273.0,North Carolina A&T,3.0,189.0,43,3,1
401424365,2022,2,0,William & Mary,1.0,392.0,Campbell,1.0,322.0,37,21,1
401411106,2022,2,0,NC State,1.0,538.0,Charleston Southern,3.0,150.0,55,3,1
401424419,2022,2,0,Delaware,2.0,400.0,Delaware State,1.0,311.0,35,9,1
401423425,2022,2,0,Richmond,2.0,472.0,St. Francis (PA),2.0,357.0,31,21,1
401403978,2022,2,0,Oregon,0.0,604.0,Eastern Washington,2.0,187.0,70,14,1
401403983,2022,2,0,Washington,1.0,617.0,Portland State,0.0,131.0,52,6,1
401403982,2022,2,0,Utah,1.0,599.0,Southern Utah,2.0,85.0,73,7,1
401403977,2022,2,0,Air Force,3.0,443.0,Colorado,3.0,162.0,41,10,1
401424418,2022,2,0,UAlbany,1.0,412.0,New Hampshire,0.0,333.0,23,28,0
401413204,2022,2,0,Wofford,1.0,128.0,Elon,0.0,360.0,0,26,0
401415182,2022,2,0,South Dakota State,3.0,250.0,UC Davis,1.0,322.0,24,22,1
401415177,2022,2,0,Wyoming,0.0,293.0,Northern Colorado,3.0,147.0,33,10,1
401413257,2022,2,0,San Diego State,2.0,488.0,Idaho State,0.0,338.0,38,7,1
401413334,2022,2,0,Montana,2.0,351.0,South Dakota,0.0,209.0,24,7,1
401415170,2022,2,0,Sam Houston,2.0,252.0,Northern Arizona,1.0,314.0,3,10,0
401415215,2022,2,0,Utah State,4.0,283.0,Weber State,3.0,401.0,7,35,0
401421128,2022,2,0,Eastern Illinois,2.0,260.0,Chattanooga,2.0,471.0,20,38,0
401411108,2022,2,0,Virginia Tech,0.0,284.0,Boston College,1.0,155.0,27,10,1
401411102,2022,2,0,Clemson,2.0,376.0,Furman,2.0,384.0,35,12,1
401411104,2022,2,0,Georgia Tech,1.0,343.0,Western Carolina,4.0,390.0,35,17,1
401405070,2022,2,0,Illinois,4.0,394.0,Virginia,3.0,222.0,24,3,1
401405073,2022,2,0,Northwestern,3.0,511.0,Duke,1.0,461.0,23,31,0
401415214,2022,2,0,New Mexico,0.0,123.0,Boise State,1.0,318.0,14,31,0
401415216,2022,2,0,Nevada,2.0,478.0,Incarnate Word,2.0,616.0,41,55,0
401405077,2022,2,0,Michigan,1.0,588.0,Hawai'i,0.0,253.0,56,10,1
401405081,2022,2,0,Rutgers,1.0,575.0,Wagner,2.0,145.0,66,7,1
401423418,2022,2,0,Central Connecticut,2.0,254.0,Sacred Heart,2.0,238.0,10,14,0
401405071,2022,2,0,Minnesota,1.0,679.0,Western Illinois,1.0,194.0,62,10,1
401435073,2022,2,0,Merrimack,2.0,285.0,Assumption,3.0,239.0,45,17,1
401420815,2022,2,0,North Dakota,1.0,438.0,Northern Iowa,1.0,449.0,29,27,1
401405074,2022,2,0,Purdue,1.0,521.0,Indiana State,3.0,145.0,56,0,1
401420856,2022,2,0,Utah Tech,1.0,561.0,Chadron St,5.0,288.0,56,10,1
401421138,2022,2,0,The Citadel,0.0,320.0,East Tennessee State,1.0,351.0,20,17,1
401435074,2022,3,0,Harvard,3.0,320.0,Merrimack,0.0,283.0,28,21,1
401411109,2022,3,0,Louisville,3.0,495.0,Florida State,2.0,455.0,31,35,0
401415217,2022,3,0,Wyoming,1.0,342.0,Air Force,0.0,272.0,17,14,1
401411114,2022,3,0,Virginia Tech,0.0,475.0,Wofford,0.0,199.0,27,7,1
401403887,2022,3,0,Missouri,1.0,487.0,Abilene Christian,2.0,308.0,34,17,1
401403888,2022,3,0,South Carolina,3.0,306.0,Georgia,0.0,547.0,7,48,0
401404136,2022,3,0,Army,0.0,472.0,Villanova,2.0,247.0,49,10,1
401405084,2022,3,0,Syracuse,0.0,306.0,Purdue,1.0,485.0,32,29,1
401405083,2022,3,0,Northwestern,4.0,380.0,Southern Illinois,1.0,357.0,24,31,0
401422998,2022,3,0,Lehigh,2.0,203.0,Richmond,0.0,423.0,6,30,0
401426563,2022,3,0,Indiana,1.0,484.0,Western Kentucky,2.0,545.0,33,30,1
401415623,2022,3,0,Miami (OH),1.0,183.0,Cincinnati,3.0,478.0,17,38,0
401404070,2022,3,0,Nebraska,2.0,327.0,Oklahoma,1.0,580.0,14,49,0
401403884,2022,3,0,Kentucky,3.0,480.0,Youngstown State,1.0,192.0,31,0,1
401420779,2022,3,0,Morgan State,1.0,285.0,Sacred Heart,2.0,235.0,24,9,1
401404071,2022,3,0,Baylor,3.0,501.0,Texas State,1.0,268.0,42,7,1
401416603,2022,3,0,Kent State,0.0,556.0,Long Island University,0.0,307.0,63,10,1
401404149,2022,3,0,Michigan,0.0,465.0,UConn,1.0,110.0,59,0,1
401415186,2022,3,0,Brown,4.0,505.0,Bryant,2.0,452.0,44,38,1
401424425,2022,3,0,Fordham,0.0,603.0,UAlbany,1.0,527.0,48,45,1
401424404,2022,3,0,Monmouth,0.0,466.0,Georgetown,2.0,251.0,45,6,1
401424424,2022,3,0,Rhode Island,2.0,299.0,Delaware,0.0,610.0,21,42,0
401416602,2022,3,0,Central Michigan,2.0,529.0,Bucknell,2.0,174.0,41,0,1
401423413,2022,3,0,Stetson,3.0,243.0,Princeton,1.0,417.0,14,39,0
401438171,2022,3,0,Dayton,0.0,348.0,Kentucky State,1.0,134.0,46,3,1
401423914,2022,3,0,Pennsylvania,2.0,367.0,Colgate,0.0,192.0,25,14,1
401416601,2022,3,0,Coastal Carolina,4.0,504.0,Buffalo,4.0,337.0,38,26,1
401404073,2022,3,0,West Virginia,0.0,624.0,Towson,1.0,180.0,65,7,1
401415404,2022,3,0,VMI,3.0,356.0,Cornell,1.0,266.0,22,28,0
401418603,2022,3,0,Dartmouth,1.0,393.0,Valparaiso,0.0,263.0,35,13,1
401420789,2022,3,0,Norfolk State,2.0,271.0,Hampton,2.0,330.0,7,17,0
401403991,2022,3,0,UCLA,2.0,407.0,South Alabama,2.0,399.0,32,31,1
401411113,2022,3,0,Virginia,3.0,513.0,Old Dominion,1.0,324.0,16,14,1
401425413,2022,3,0,Holy Cross,0.0,571.0,Yale,2.0,306.0,38,14,1
401405089,2022,3,0,Temple,1.0,264.0,Rutgers,0.0,201.0,14,16,0
401416600,2022,3,0,Ball State,1.0,476.0,Murray State,3.0,155.0,31,0,1
401425514,2022,3,0,Delaware State,2.0,402.0,Virginia University Of Lynchburg,3.0,320.0,35,19,1
401404069,2022,3,0,Iowa State,1.0,463.0,Ohio,4.0,233.0,43,10,1
401413226,2022,3,0,South Dakota,0.0,560.0,Cal Poly,2.0,559.0,38,21,1
